tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
#mdzs2018  Day 15 character deserves more love:  Wen Ning  she is a beautiful and innocent person deserves all the love of the world her personality is very adorable gives me the need to protect him to adopt. URL,NOT,mdzs2018 day 15 character deserves more love: wen ning she is a beautiful and innocent person deserves all the love of the world her personality is very adorable gives me the need to protect him to adopt. url,0.0,0.058823529411764705,0.125,mdzs2018_ADJ day_NOUN 15_NUM character_NOUN deserve_VERB love_NOUN wen_PROPN ne_VERB beautiful_ADJ innocent_ADJ person_NOUN deserve_VERB love_NOUN world_NOUN personality_NOUN adorable_ADJ give_VERB need_NOUN protect_VERB adopt_VERB url_PROPN,day character love wen person love world personality need url
@USER #CrookedHillary are you drunk again?  Go back to bed granny.#TrumpTrain #MAGA #Deplorables #DregOfSociety,OFF,user crookedhillary are you drunk again ? go back to bed granny.trumptrain maga deplorables dregofsociety,0.0,0.0,0.125,user_PROPN crookedhillary_ADJ drunk_ADJ bed_NOUN granny.trumptrain_NOUN maga_NOUN deplorable_NOUN dregofsociety_VERB,user bed granny.trumptrain maga deplorable
@USER @USER Well it seems like there was some reason why conservatives feel the need to rush this nomination through. McConnell mentioned a long time ago that this was one he was worried about because of all of his history.,NOT,user well it seems like there was some reason why conservatives feel the need to rush this nomination through. mcconnell mentioned a long time ago that this was one he was worried about because of all of his history.,0.0,0.0,0.125,user_NOUN like_SCONJ reason_NOUN conservative_NOUN feel_VERB need_NOUN rush_VERB nomination_NOUN mcconnell_PROPN mention_VERB long_ADJ time_NOUN ago_ADV worried_ADJ history_NOUN,user reason conservative need nomination mcconnell time history
@USER @USER HYT ENEMY OF THE PEOPLE,OFF,user hyt enemy of the people,0.0,0.0,0.0625,user_PROPN hyt_PROPN enemy_NOUN people_NOUN,user hyt enemy people
@USER Dave has every right to be on the exact wrong side of an argument!,NOT,user dave has every right to be on the exact wrong side of an argument !,0.0,0.0,0.0625,user_PROPN dave_PROPN right_NOUN exact_ADJ wrong_ADJ argument_NOUN,user dave right argument
AntiFa fascists and Socialists are one and the same......time to respond ! URL,OFF,antifa fascists and socialists are one and the same......time to respond  ! url,0.0,0.0,0.125,antifa_PROPN fascist_NOUN socialist_NOUN time_NOUN respond_VERB  _SPACE url_PROPN,antifa fascist socialist time url
@USER @USER Shit come on unc!,NOT,user shit come on unc !,0.0,0.0,0.0625,user_PROPN shit_PROPN come_VERB unc_PROPN,user shit unc
@USER @USER That is why you never want to deal with the left/democrats. They have become lunatics. #TrumpDerangementSyndrome,OFF,user that is why you never want to deal with the left/democrats. they have become lunatics. trumpderangementsyndrome,0.0,0.0,0.1875,user_NOUN want_VERB deal_VERB left_ADJ democrats_PROPN lunatic_NOUN trumpderangementsyndrome_ADV,user democrats lunatic
#Toad The one on top. NObama is best described as such..... 🇺🇸#MAGA #Trump2020🇺🇸 URL,NOT,toad the one on top. nobama is best described as such..... 🇺🇸maga trump2020🇺🇸 url,0.0,0.058823529411764705,0.1875,toad_VERB nobama_PROPN well_ADV describe_VERB 🇺_NUM 🇸_NUM maga_NOUN trump2020_PROPN 🇺_NUM 🇸_PROPN url_NOUN,nobama maga trump2020 🇸 url
@USER She sounds amazing and it's a bloody disgrace that she is mostly forgotten.,NOT,user she sounds amazing and it's a bloody disgrace that she is mostly forgotten.,0.0,0.058823529411764705,0.0625,user_NOUN sound_VERB amazing_ADJ bloody_ADJ disgrace_NOUN forget_VERB,user disgrace
@USER And all they have to do is say a half hearted apology and it all goes away. But let a conservative say anything close and they are ruined for life. These mentally deranged Liberals are totally disgusting jerks!,OFF,user and all they have to do is say a half hearted apology and it all goes away. but let a conservative say anything close and they are ruined for life. these mentally deranged liberals are totally disgusting jerks !,0.0,0.058823529411764705,0.25,user_NOUN half_ADV hearted_ADJ apology_NOUN go_VERB away_ADV let_VERB conservative_NOUN close_ADJ ruin_VERB life_NOUN mentally_ADV derange_VERB liberal_NOUN totally_ADV disgusting_ADJ jerk_NOUN,user apology conservative life liberal jerk
@USER Both QAnon and Antifa will be listed as diseases,OFF,user both qanon and antifa will be listed as diseases,0.0,0.058823529411764705,0.0625,user_NOUN qanon_PROPN antifa_PROPN list_VERB disease_NOUN,user qanon antifa disease
@USER have you ever served this country other than be elected? Because that is not the same!  Have you ever put your life on the line for others?!  I am one of the Dregs Of Society! #DregsOfSociety 🇺🇸#MAGA,NOT,user have you ever served this country other than be elected ? because that is not the same ! have you ever put your life on the line for others ? ! i am one of the dregs of society ! dregsofsociety 🇺🇸maga,0.0,0.23529411764705882,0.3125,user_NOUN serve_VERB country_NOUN elect_VERB life_NOUN line_NOUN dreg_NOUN society_NOUN dregsofsociety_NOUN 🇺_NUM 🇸_NUM maga_NOUN,user country life line dreg society dregsofsociety maga
@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,OFF,user it's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,0.0,0.0,0.0625,user_NOUN scary_ADJ stuff_NOUN dedicated_ADJ prevent_VERB people_NOUN access_NOUN resource_NOUN crisis_NOUN,user stuff people access resource crisis
@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,OFF,user there r 65 million that can sign to the affect that they didn't vote for an asshole.,0.0,0.0,0.0625,user_NOUN r_VERB 65_NUM million_NUM sign_VERB affect_NOUN vote_VERB asshole_NOUN,user affect asshole
@USER @USER You will be voted out all together You crazy bat...,OFF,user you will be voted out all together you crazy bat...,0.0,0.0,0.0625,user_NOUN vote_VERB crazy_ADJ bat_NOUN,user bat
"@USER The term parasite"" has now been added to my list of ""fuck you"" terms, which also includes the term ""widget"".""",OFF,"user the term parasite"" has now been added to my list of ""fuck you"" terms, which also includes the term ""widget"".""",0.0,0.0,0.0625,user_NOUN term_NOUN parasite_NOUN add_VERB list_NOUN fuck_VERB term_NOUN include_VERB term_NOUN widget_NOUN,user term parasite list term term widget
@USER Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,OFF,user liberals are full of s$t when they say they have alot of love to give ! they have become the devils minions. no one will prayerfully vote for their socialist agenda !,0.2,0.058823529411764705,0.1875,user_NOUN liberal_NOUN s$t_ADJ alot_NOUN love_NOUN devil_NOUN minion_NOUN prayerfully_ADV vote_VERB socialist_ADJ agenda_NOUN,user liberal alot love devil minion agenda
@USER Epic fail,NOT,user epic fail,0.0,0.058823529411764705,0.0625,user_PROPN epic_PROPN fail_VERB,user epic
@USER Monster is the place to find jobs near you. These companies are hiring right now! Your future could change when you fill out an application: URL ^LD,NOT,user monster is the place to find jobs near you. these companies are hiring right now ! your future could change when you fill out an application: url ^ld,0.0,0.058823529411764705,0.1875,user_NOUN monster_NOUN place_NOUN find_VERB job_NOUN near_ADP company_NOUN hire_VERB right_ADV future_NOUN change_VERB fill_VERB application_NOUN url_NOUN ^ld_SPACE,user monster place job company future application url
@USER You are an amazing mom❤ URL,NOT,user you are an amazing mom❤ url,0.0,0.058823529411764705,0.0625,user_NOUN amazing_ADJ mom_NOUN ❤_NOUN url_NOUN,user mom ❤ url
@USER Fake news he is a liberal dem.,OFF,user fake news he is a liberal dem.,0.0,0.058823529411764705,0.0625,user_NOUN fake_PROPN news_NOUN liberal_ADJ dem_NOUN,user fake news dem
1. How is that gun control working in Chicago?   2. Only the military has access to Assault weapons.   Is your ignorance from old age or are you still working for the Chinese. URL,OFF,1. how is that gun control working in chicago ? 2. only the military has access to assault weapons. is your ignorance from old age or are you still working for the chinese. url,0.2,0.058823529411764705,0.3125,1_X gun_NOUN control_NOUN work_VERB chicago_PROPN 2_X military_NOUN access_NOUN assault_NOUN weapon_NOUN ignorance_NOUN old_ADJ age_NOUN work_VERB chinese_PROPN url_PROPN,gun control chicago military access assault weapon ignorance age chinese url
@USER Lol I shit you not... this was it for most of that year... I literally do not have the patience to sit and play game na URL,NOT,user lol i shit you not... this was it for most of that year... i literally do not have the patience to sit and play game na url,0.0,0.0,0.125,user_PROPN lol_PROPN shit_VERB year_NOUN literally_ADV patience_NOUN sit_VERB play_VERB game_NOUN na_ADP url_NOUN,user lol year patience game url
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😁TeleSmokaCatin'  damn that looked better in my head😁😉🤣😎,OFF,user 😁telesmokacatin' damn that looked better in my head😁😉🤣😎,0.0,0.0,0.0625,user_PROPN 😁_VERB telesmokacatin_PROPN damn_NOUN look_VERB well_ADJ head_NOUN 😁_VERB 😉_PROPN 🤣_PROPN 😎_NOUN,user telesmokacatin damn head 😉 🤣 😎
"@USER Apparently, you don't. Stare Decisis"" (and case law) play a significant role in court rulings &amp; decisions. This is the reason staunch 'conservatives' got upset about his stance - and were hoping for an Amy Barret nomination.""",NOT,"user apparently, you don't. stare decisis"" (and case law) play a significant role in court rulings &amp; decisions. this is the reason staunch 'conservatives' got upset about his stance - and were hoping for an amy barret nomination.""",0.0,0.058823529411764705,0.1875,user_NOUN apparently_ADV stare_VERB decisis_NOUN case_NOUN law_NOUN play_VERB significant_ADJ role_NOUN court_NOUN ruling_NOUN amp_PROPN decision_NOUN reason_NOUN staunch_ADJ conservative_NOUN get_VERB upset_ADJ stance_NOUN hope_VERB amy_NOUN barret_ADJ nomination_NOUN,user decisis case law role court ruling amp decision reason conservative stance amy nomination
@USER This is all political theater. Are liberals really that stupid to believe that the FBI investigates state crimes? Especially incidents that happened 36 years ago by a juvenile? This is nothing more than a tactic to delay Kavanaugh’s confirmation.,NOT,user this is all political theater. are liberals really that stupid to believe that the fbi investigates state crimes ? especially incidents that happened 36 years ago by a juvenile ? this is nothing more than a tactic to delay kavanaugh’s confirmation.,0.0,0.17647058823529413,0.25,user_NOUN political_ADJ theater_NOUN liberal_NOUN stupid_ADJ believe_VERB fbi_PROPN investigate_VERB state_NOUN crime_NOUN especially_ADV incident_NOUN happen_VERB 36_NUM year_NOUN ago_ADV juvenile_NOUN tactic_NOUN delay_VERB kavanaugh_NOUN confirmation_NOUN,user theater liberal fbi state crime incident year juvenile tactic kavanaugh confirmation
@USER She is so despicable!,OFF,user she is so despicable !,0.0,0.058823529411764705,0.0625,user_NOUN despicable_ADJ,user
@USER @USER You said gun safety laws. Funny. You mean gun control agenda.  Your staffers must be editing your shit these days. Kudos to the minions.,NOT,user you said gun safety laws. funny. you mean gun control agenda. your staffers must be editing your shit these days. kudos to the minions.,0.0,0.0,0.3125,user_NOUN say_VERB gun_NOUN safety_NOUN law_NOUN funny_ADJ mean_VERB gun_PROPN control_PROPN agenda_PROPN staffer_NOUN edit_VERB shit_NOUN day_NOUN kudo_NOUN minion_NOUN,user gun safety law gun control agenda staffer shit day kudo minion
@USER @USER I'm assuming he will be able to pay 92k in fees out of a 255k salary next year?  I think that woul be a negative unless the Koch bros pay it for him.  He is bought and sold by them.,NOT,user i'm assuming he will be able to pay 92k in fees out of a 255k salary next year ? i think that woul be a negative unless the koch bros pay it for him. he is bought and sold by them.,0.0,0.0,0.1875,user_PROPN assume_VERB able_ADJ pay_VERB 92k_NOUN fee_NOUN 255k_PROPN salary_NOUN year_NOUN think_VERB woul_PROPN negative_ADJ koch_PROPN bros_PROPN pay_VERB buy_VERB sell_VERB,user 92k fee 255k salary year woul koch bros
@USER @USER TRUMP TRUMP TRUMP MAGA!,NOT,user trump trump trump maga !,0.0,0.058823529411764705,0.0625,user_PROPN trump_PROPN trump_NOUN trump_NOUN maga_NOUN,user trump trump trump maga
@USER @USER Killary still lost!,NOT,user killary still lost !,0.0,0.0,0.0625,user_PROPN killary_PROPN lose_VERB,user killary
EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL,NOT,everyone has to vote red so we don't lose the house in the midterms 🇺🇸 if we lose the house it's all over ! ! ! ! the maga movement will be finished ! ! ! ! make sure everyone you know is registered to vote red ! ! ! ! get out and vote red ! ! ! ! maga ! ! ! ! kag ! ! ! ! walkawayfromdemocrats url,0.0,0.23529411764705882,0.6875,vote_VERB red_ADJ lose_VERB house_NOUN midterm_NOUN 🇺_NUM 🇸_NUM lose_VERB house_NOUN maga_NOUN movement_NOUN finish_VERB sure_ADJ know_VERB register_VERB vote_VERB red_ADJ vote_VERB red_ADJ maga_VERB kag_INTJ walkawayfromdemocrat_VERB url_ADJ,house midterm house maga movement
@USER @USER What type of common sense gun control ideas would you propose?,NOT,user what type of common sense gun control ideas would you propose ?,0.0,0.0,0.0625,user_NOUN type_NOUN common_ADJ sense_NOUN gun_NOUN control_NOUN idea_NOUN propose_VERB,user type sense gun control idea
@USER was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,OFF,user was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,0.0,0.058823529411764705,0.125,user_NOUN literally_ADV talk_VERB lol_NOUN mass_NOUN shooting_NOUN like_ADP set_VERB up_NOUN propaganda_NOUN divide_VERB major_ADJ issue_NOUN like_ADP gun_NOUN control_NOUN terrorism_NOUN,user lol mass shooting up propaganda issue gun control terrorism
@USER YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you,OFF,user you ! ! ! need to leave a lot of shit in the past lol this tweet is literally made for you,0.0,0.058823529411764705,0.125,user_NOUN need_VERB leave_VERB lot_NOUN shit_NOUN past_ADJ lol_NOUN tweet_NOUN literally_ADV,user lot shit lol tweet
@USER They still making bread,NOT,user they still making bread,0.0,0.058823529411764705,0.0625,user_NOUN make_VERB bread_NOUN,user bread
@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,OFF,user keemstar said he is not paying he just wanted his sever on rust popin i said pay him or the ooks will come for you on rust😂,0.0,0.058823529411764705,0.0625,user_PROPN keemstar_PROPN say_VERB pay_VERB want_VERB sever_NOUN rust_NOUN popin_NOUN say_VERB pay_VERB ook_NOUN come_VERB rust_NOUN 😂_ADV,user keemstar sever rust popin ook rust
@USER You are so right on this issue and Democrats have been lying to the American people for to long lately it seems like there all going crazy in the head lol,OFF,user you are so right on this issue and democrats have been lying to the american people for to long lately it seems like there all going crazy in the head lol,0.0,0.058823529411764705,0.0625,user_NOUN right_ADV issue_NOUN democrat_NOUN lie_VERB american_ADJ people_NOUN long_ADV lately_ADV like_ADP go_VERB crazy_ADJ head_NOUN lol_PROPN,user issue democrat people head lol
@USER And the NYTimes Anonymous author he probably considers a saint.,NOT,user and the nytimes anonymous author he probably considers a saint.,0.0,0.058823529411764705,0.0625,user_NOUN nytime_NOUN anonymous_ADJ author_NOUN probably_ADV consider_VERB saint_NOUN,user nytime author saint
@USER Zim is?  If he is than what’s that make Peyton?  Lol. URL,NOT,user zim is ? if he is than what’s that make peyton ? lol. url,0.2,0.0,0.25,user_PROPN zim_PROPN peyton_ADJ lol_PROPN url_PROPN,user zim lol url
@USER  Hi Bernice 😊 I hope you are enjoying the #xrpcommunity and learning lots about #xrp 😁 +.0589 @USER 💫💥😘,NOT,user hi bernice 😊 i hope you are enjoying the xrpcommunity and learning lots about xrp 😁 +.0589 user 💫💥😘,0.0,0.11764705882352941,0.125,user_PROPN hi_PROPN bernice_PROPN 😊_ADV hope_VERB enjoy_VERB xrpcommunity_NOUN learn_VERB lot_NOUN xrp_PROPN 😁_PROPN +_ADV .0589_PROPN user_PROPN 💫_PROPN 💥_SPACE 😘_NOUN,user hi bernice xrpcommunity lot xrp 😁 .0589 user 💫 😘
@ everyone who said jihoons new hair cut is ugly: you are wrong,OFF, everyone who said jihoons new hair cut is ugly: you are wrong,0.0,0.0,0.0625, _SPACE say_VERB jihoon_NOUN new_ADJ hair_NOUN cut_NOUN ugly_ADJ wrong_ADJ,jihoon hair cut
@USER &amp; this statement by Jewish Antifa Berlin is so on point &lt;3 URL,NOT,user &amp; this statement by jewish antifa berlin is so on point &lt;3 url,0.0,0.058823529411764705,0.0625,user_PROPN amp_PROPN statement_NOUN jewish_ADJ antifa_PROPN berlin_PROPN point_NOUN lt;3_VERB url_ADJ,user amp statement antifa berlin point
@USER hope all is well. Thats so fucked. Like seriously what the fuck is wrong with ppl now. Gun control is no issue though right. Thank God I live in Canada. Feel brutal for all the attacks in the U.S.A but seriously it won't go away.,OFF,user hope all is well. thats so fucked. like seriously what the fuck is wrong with ppl now. gun control is no issue though right. thank god i live in canada. feel brutal for all the attacks in the u.s.a but seriously it won't go away.,0.4,0.058823529411764705,0.375,user_PROPN hope_NOUN s_AUX fuck_VERB like_INTJ seriously_ADV fuck_NOUN wrong_ADJ ppl_NOUN gun_NOUN control_NOUN issue_NOUN right_INTJ thank_VERB god_PROPN live_VERB canada_PROPN feel_VERB brutal_ADJ attack_NOUN u.s.a_NOUN seriously_ADV will_AUX away_ADV,user hope fuck ppl gun control issue god canada attack u.s.a
@USER @USER Pushed to my limits. URL,OFF,user pushed to my limits. url,0.0,0.0,0.125,user_NOUN push_VERB limit_NOUN url_PROPN,user limit url
@USER Thank you for this tweet.   Give them a call @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,NOT,user thank you for this tweet. give them a call user,0.0,0.058823529411764705,0.125,user_NOUN thank_VERB tweet_NOUN user_NOUN,user tweet user
@USER aaaaaaaaa that’s so exciting!!! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie,OFF,user aaaaaaaaa that’s so exciting ! ! ! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie,0.0,0.058823529411764705,0.1875,user_PROPN aaaaaaaaa_VERB exciting_ADJ majority_NOUN friend_NOUN second_ADJ year_NOUN point_NOUN blow_NOUN receive_VERB move_VERB ass_NOUN country_NOUN hit_VERB film_NOUN study_NOUN hate_VERB apparently_ADV wbu_PROPN babie_NOUN,user majority friend year point blow ass country film study wbu babie
#loveforjess I might not know her but many people do so spread the word in hopes that she is.,NOT,loveforjess i might not know her but many people do so spread the word in hopes that she is.,0.0,0.0,0.0625,loveforjess_NOUN know_VERB people_NOUN spread_VERB word_NOUN hope_NOUN,loveforjess people word hope
3. @USER You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change,NOT,3. user you’re my lil baby and i’m so proud of you for working as hard as you do. thank you for still being there for me like you are. you’re the sweetest 💕💕 don’t ever change,0.0,0.058823529411764705,0.3125,3_X user_NOUN lil_NOUN baby_NOUN proud_ADJ work_VERB hard_ADV thank_VERB like_SCONJ sweetest_NOUN 💕_SPACE 💕_PUNCT change_VERB,user lil baby sweetest
@USER GD I thought he lost his voice?,NOT,user gd i thought he lost his voice ?,0.0,0.0,0.0625,user_PROPN gd_PROPN think_VERB lose_VERB voice_NOUN,user gd voice
@USER She is such a ham!!!!,NOT,user she is such a ham ! ! ! !,0.0,0.058823529411764705,0.0625,user_NOUN ham_NOUN,user ham
@USER I told you to stop eating my booty that day but nooooo,OFF,user i told you to stop eating my booty that day but nooooo,0.0,0.058823529411764705,0.0625,user_NOUN tell_VERB stop_VERB eat_VERB booty_NOUN day_NOUN nooooo_NOUN,user booty day nooooo
@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.,OFF,user only people that own guns get a say on what to do about gun control.,0.0,0.0,0.0625,user_NOUN people_NOUN gun_NOUN gun_NOUN control_NOUN,user people gun gun control
@USER @USER @USER @USER She is going to support Trump.  Raise to replace.  It’s coming anyway. She is angry because her oral tapdance substantive betrayal shtick no longer is working ...,NOT,user she is going to support trump. raise to replace. it’s coming anyway. she is angry because her oral tapdance substantive betrayal shtick no longer is working ...,0.0,0.058823529411764705,0.25,user_NOUN go_VERB support_VERB trump_NOUN raise_VERB replace_VERB come_VERB angry_ADJ oral_ADJ tapdance_NOUN substantive_ADJ betrayal_NOUN shtick_NOUN long_ADV work_VERB,user trump tapdance betrayal shtick
@USER @USER What a wonderful caring president we have. God bless him!! #MAGA,NOT,user what a wonderful caring president we have. god bless him ! ! maga,0.0,0.058823529411764705,0.1875,user_NOUN wonderful_ADJ caring_ADJ president_NOUN god_PROPN bless_VERB maga_VERB,user president god
@USER @USER The FASCISTS are Anti-American Communist Scum like yourself!! Now go Fuck Yourself you piece of human garbage!! USA #MAGA  ANTIFA are Terrorists,OFF,user the fascists are anti-american communist scum like yourself ! ! now go fuck yourself you piece of human garbage ! ! usa maga antifa are terrorists,0.0,0.11764705882352941,0.1875,user_NOUN fascist_NOUN anti_ADJ american_ADJ communist_ADJ scum_PROPN like_ADP fuck_VERB piece_NOUN human_ADJ garbage_NOUN usa_PROPN maga_PROPN antifa_PROPN terrorist_NOUN,user fascist scum piece garbage usa maga antifa terrorist
@USER @USER She hardly tweets unless its to give a shoutout to getup or antifa it seems.,NOT,user she hardly tweets unless its to give a shoutout to getup or antifa it seems.,0.0,0.0,0.0625,user_NOUN hardly_ADV tweet_VERB shoutout_NOUN getup_VERB antifa_VERB,user shoutout
@USER @USER It's like some people are acting like ANTIFA...🤔🤔🤔,NOT,user it's like some people are acting like antifa...🤔🤔🤔,0.0,0.0,0.125,user_NOUN like_SCONJ people_NOUN act_VERB like_ADP antifa_PROPN 🤔_PROPN 🤔_PROPN 🤔_X,user people antifa 🤔 🤔
"#NowReading: A human rights crisis"" via @USER URL",NOT,"nowreading: a human rights crisis"" via user url",0.0,0.0,0.0625,nowreade_VERB human_ADJ right_NOUN crisis_NOUN user_NOUN url_PROPN,right crisis user url
@USER Or Christian conservatives could man up and do whatever it takes to win.,NOT,user or christian conservatives could man up and do whatever it takes to win.,0.0,0.058823529411764705,0.0625,user_NOUN christian_ADJ conservative_NOUN man_VERB take_VERB win_VERB,user conservative
@USER State level crime when the alleged offender was a juvenile. Silly liberals no crime committed by Kavanaugh but probably one by the liar Ford #DemocratsDividingAndDestroyingAmerica #DemocratsHateAmerica,OFF,user state level crime when the alleged offender was a juvenile. silly liberals no crime committed by kavanaugh but probably one by the liar ford democratsdividinganddestroyingamerica democratshateamerica,0.0,0.11764705882352941,0.125,user_NOUN state_NOUN level_NOUN crime_NOUN alleged_ADJ offender_NOUN juvenile_ADJ silly_ADJ liberal_NOUN crime_NOUN commit_VERB kavanaugh_NOUN probably_ADV liar_PROPN ford_PROPN democratsdividinganddestroyingamerica_PROPN democratshateamerica_PROPN,user state level crime offender liberal crime kavanaugh liar ford democratsdividinganddestroyingamerica democratshateamerica
@USER She is dillusional!,OFF,user she is dillusional !,0.0,0.058823529411764705,0.0625,user_NOUN dillusional_ADJ,user
@USER @USER This is a common message from liberals and Democrats.   Remember Nancy Pelosi we have to approve the health care package -Obama care and then we’ll see what’s in it afterwards🤔,NOT,user this is a common message from liberals and democrats. remember nancy pelosi we have to approve the health care package -obama care and then we’ll see what’s in it afterwards🤔,0.0,0.0,0.1875,user_NOUN common_ADJ message_NOUN liberal_NOUN democrats_PROPN remember_VERB nancy_PROPN pelosi_NOUN approve_VERB health_NOUN care_NOUN package_PROPN -obama_PROPN care_NOUN 🤔_NOUN,user message liberal democrats nancy pelosi health care package -obama care 🤔
@USER re Ford when she was 15 where were her parents. Are liberals/corrupt politicians All going collude with people to come up with stories from Years ago that can't be proved.  And to the Senator from Hawaii she's the reason women have a hard time. Life ain't easy.,OFF,user re ford when she was 15 where were her parents. are liberals/corrupt politicians all going collude with people to come up with stories from years ago that can't be proved. and to the senator from hawaii she's the reason women have a hard time. life ain't easy.,0.2,0.11764705882352941,0.25,user_PROPN ford_PROPN 15_NUM parent_NOUN liberal_NOUN corrupt_ADJ politician_NOUN go_VERB collude_NOUN people_NOUN come_VERB story_NOUN year_NOUN ago_ADV prove_VERB senator_NOUN hawaii_NOUN reason_NOUN woman_NOUN hard_ADJ time_NOUN life_NOUN be_VERB easy_ADJ,user ford parent liberal politician collude people story year senator hawaii reason woman time life
@USER @USER Dear Fatties Against Fascism... #WalkAway from the Democrats.... Antifa = Democrats = Dixiecrats = KKK  There are no fascists in America.  Same hate. Different colored hoods. Party of hate since 1828 URL,OFF,user dear fatties against fascism... walkaway from the democrats.... antifa = democrats = dixiecrats = kkk there are no fascists in america. same hate. different colored hoods. party of hate since 1828 url,0.2,0.058823529411764705,0.375,user_PROPN dear_ADJ fatty_NOUN fascism_NOUN walkaway_ADV democrats_PROPN antifa_PROPN =_PUNCT democrat_NOUN =_PUNCT dixiecrat_VERB =_PRON kkk_PROPN fascist_NOUN america_PROPN hate_NOUN different_ADJ colored_ADJ hood_NOUN party_PROPN hate_NOUN 1828_NUM url_NOUN,user fatty fascism democrats antifa democrat kkk fascist america hate hood party hate url
@USER @USER yes he is,OFF,user yes he is,0.0,0.0,0.0625,user_NOUN yes_INTJ,user
@USER As a member of antifa? ;),NOT,user as a member of antifa ? ;),0.0,0.11764705882352941,0.125,user_NOUN member_NOUN antifa_PROPN,user member antifa
@USER @USER One of my punk rock friends in NYC is always getting weird hate mail. He posted about it and in the comments someone used a J-hope gif. Of course I had to explain who he is. I love how people use their gifs and have no clue😂😂,NOT,user one of my punk rock friends in nyc is always getting weird hate mail. he posted about it and in the comments someone used a j-hope gif. of course i had to explain who he is. i love how people use their gifs and have no clue😂😂,0.0,0.0,0.25,user_NOUN punk_NOUN rock_NOUN friend_NOUN nyc_PROPN get_VERB weird_ADJ hate_NOUN mail_NOUN post_VERB comment_NOUN j_PROPN hope_NOUN gif_NOUN course_ADV explain_VERB love_VERB people_NOUN use_VERB gif_NOUN clue_NOUN 😂_PROPN 😂_VERB,user punk rock friend nyc hate mail comment j hope gif people gif clue 😂
@USER . She is my life saver❤. URL,NOT,user . she is my life saver❤. url,0.0,0.058823529411764705,0.1875,user_NOUN life_NOUN saver_ADV ❤_SPACE url_PROPN,user life url
Kyky do u love me ? Are u in Anfield ? Putain la cliiimmmm #LIVPSG,NOT,kyky do u love me  ? are u in anfield  ? putain la cliiimmmm livpsg,0.2,0.0,0.1875,kyky_PROPN u_PRON love_VERB  _SPACE u_NOUN anfield_NOUN  _SPACE putain_PROPN la_PROPN cliiimmmm_PROPN livpsg_PROPN,kyky u anfield putain la cliiimmmm livpsg
@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.,OFF,user lol they have no idea nazis were socialist. their complete inability to grasp reality is so mind blowing. antifa is no shit calling for a civil war to defend slavery. the confederacy considered lincoln a fascist too... hmmmm.,0.0,0.11764705882352941,0.25,user_PROPN lol_PROPN idea_NOUN nazi_NOUN socialist_ADJ complete_ADJ inability_NOUN grasp_VERB reality_NOUN mind_NOUN blow_VERB antifa_PROPN shit_NOUN call_VERB civil_ADJ war_NOUN defend_VERB slavery_NOUN confederacy_NOUN consider_VERB lincoln_PROPN fascist_NOUN hmmmm_NOUN,user lol idea nazi inability reality mind antifa shit war slavery confederacy lincoln fascist hmmmm
@USER Fukushima-Daiichi wasn't a hurricane. You are comparing apples &amp; orangutans.,NOT,user fukushima-daiichi wasn't a hurricane. you are comparing apples &amp; orangutans.,0.0,0.0,0.125,user_PROPN fukushima_PROPN daiichi_PROPN hurricane_NOUN compare_VERB apple_NOUN amp_PROPN orangutan_NOUN,user fukushima daiichi hurricane apple amp orangutan
